Faixa_Etaria;Enunciado;Opcao_A;Opcao_B;Opcao_C;Opcao_D;Resposta_Correta
9-11;Quanto é 138 dividido por 6?;8;16;23;20;C
9-11;Quanto é 465 dividido por 15?;36;31;45;20;B
9-11;Quanto é 810 dividido por 18?;47;58;59;45;D
9-11;Quanto é 180 dividido por 18?;21;1;10;2;C
9-11;Quanto é 144 dividido por 8?;22;18;32;24;B
9-11;Quanto é 481 dividido por 13?;28;41;37;42;C
9-11;Quanto é 280 dividido por 14?;30;20;15;27;B
9-11;Quanto é 180 dividido por 15?;12;13;16;1;A
9-11;Quanto é 494 dividido por 13?;23;43;38;51;C
9-11;Quanto é 544 dividido por 17?;45;32;41;35;B
9-11;Quanto é 175 dividido por 5?;23;40;46;35;D
9-11;Quanto é 484 dividido por 11?;44;41;47;52;A
9-11;Quanto é 539 dividido por 11?;61;43;34;49;D
9-11;Quanto é 170 dividido por 10?;26;17;2;4;B
9-11;Quanto é 88 dividido por 11?;22;12;11;8;D
9-11;Quanto é 920 dividido por 20?;53;46;60;35;B
9-11;Quanto é 156 dividido por 12?;0;23;13;20;C
9-11;Quanto é 361 dividido por 19?;16;27;24;19;D
9-11;Quanto é 330 dividido por 15?;17;22;10;26;B
9-11;Quanto é 280 dividido por 14?;21;27;20;12;C
9-11;Quanto é 684 dividido por 19?;32;36;26;24;B
9-11;Quanto é 564 dividido por 12?;32;36;60;47;D
9-11;Quanto é 860 dividido por 20?;38;53;51;43;D
9-11;Quanto é 198 dividido por 9?;33;22;21;9;B
9-11;Quanto é 215 dividido por 5?;57;43;42;49;B
9-11;Quanto é 180 dividido por 20?;0;9;13;4;B
9-11;Quanto é 234 dividido por 13?;11;27;18;4;C
9-11;Quanto é 32 dividido por 4?;8;7;14;13;A
9-11;Quanto é 572 dividido por 13?;35;32;44;55;C
9-11;Quanto é 391 dividido por 17?;11;34;20;23;D
9-11;Quanto é 328 dividido por 8?;41;30;51;40;A
9-11;Quanto é 608 dividido por 16?;38;27;25;45;A
9-11;Quanto é 312 dividido por 12?;11;15;32;26;D
9-11;Quanto é 341 dividido por 11?;34;29;41;31;D
9-11;Quanto é 448 dividido por 16?;37;28;14;39;B
9-11;Quanto é 128 dividido por 4?;21;28;44;32;D
9-11;Quanto é 882 dividido por 18?;61;49;57;56;B
9-11;Quanto é 329 dividido por 7?;47;61;54;55;A
9-11;Quanto é 528 dividido por 11?;48;47;34;53;A
9-11;Quanto é 731 dividido por 17?;43;56;28;38;A
9-11;Quanto é 260 dividido por 20?;5;13;3;0;B
9-11;Quanto é 208 dividido por 8?;13;36;35;26;D
9-11;Quanto é 175 dividido por 5?;28;35;26;30;B
9-11;Quanto é 54 dividido por 9?;14;18;4;6;D
9-11;Quanto é 450 dividido por 18?;25;31;21;34;A
9-11;Quanto é 276 dividido por 12?;34;23;29;14;B
9-11;Quanto é 855 dividido por 19?;40;45;58;37;B
9-11;Quanto é 512 dividido por 16?;41;24;37;32;D
9-11;Quanto é 160 dividido por 20?;8;0;2;20;A
9-11;Quanto é 336 dividido por 14?;12;23;14;24;D
9-11;Quanto é 216 dividido por 12?;13;18;17;8;B
9-11;Quanto é 64 dividido por 4?;20;16;23;21;B
9-11;Quanto é 224 dividido por 8?;13;35;28;15;C
9-11;Quanto é 330 dividido por 11?;38;18;26;30;D
9-11;Quanto é 600 dividido por 12?;61;56;50;64;C
9-11;Quanto é 700 dividido por 20?;40;35;32;41;B
9-11;Quanto é 513 dividido por 19?;27;22;25;33;A
9-11;Quanto é 264 dividido por 11?;13;18;24;9;C
9-11;Quanto é 320 dividido por 10?;33;46;17;32;D
9-11;Quanto é 546 dividido por 14?;42;44;24;39;D
9-11;Quanto é 760 dividido por 20?;38;46;49;48;A
9-11;Quanto é 252 dividido por 6?;40;42;31;30;B
9-11;Quanto é 156 dividido por 12?;0;13;16;2;B
9-11;Quanto é 630 dividido por 15?;48;31;42;36;C
9-11;Quanto é 391 dividido por 17?;23;24;37;21;A
9-11;Quanto é 560 dividido por 20?;40;28;13;22;B
9-11;Quanto é 450 dividido por 10?;55;45;57;50;B
9-11;Quanto é 798 dividido por 19?;46;43;30;42;D
9-11;Quanto é 510 dividido por 17?;29;30;35;44;B
9-11;Quanto é 208 dividido por 8?;13;17;26;32;C
9-11;Quanto é 96 dividido por 3?;32;26;27;17;A
9-11;Quanto é 420 dividido por 15?;39;28;35;24;B
9-11;Quanto é 66 dividido por 11?;6;8;12;7;A
9-11;Quanto é 494 dividido por 19?;34;23;36;26;D
9-11;Quanto é 128 dividido por 16?;2;6;0;8;D
9-11;Quanto é 78 dividido por 3?;26;29;21;40;A
9-11;Quanto é 77 dividido por 7?;0;11;5;10;B
9-11;Quanto é 148 dividido por 4?;46;32;42;37;D
9-11;Quanto é 476 dividido por 17?;27;28;29;13;B
9-11;Quanto é 629 dividido por 17?;33;50;44;37;D
9-11;Quanto é 114 dividido por 6?;13;19;32;25;B
9-11;Quanto é 176 dividido por 16?;1;20;15;11;D
9-11;Quanto é 306 dividido por 9?;25;26;34;45;C
9-11;Quanto é 216 dividido por 18?;12;9;5;10;A
9-11;Quanto é 192 dividido por 12?;15;16;17;18;B
9-11;Quanto é 60 dividido por 6?;10;0;6;19;A
9-11;Quanto é 116 dividido por 4?;29;36;38;21;A
9-11;Quanto é 323 dividido por 19?;22;17;25;13;B
9-11;Quanto é 132 dividido por 11?;22;16;10;12;D
9-11;Qual o resultado de 7.8 + 1.6?;10.4;9.4;12.8;12.3;B
9-11;Qual o resultado de 2 + 2.8?;2.3;4.8;7.3;7.2;B
9-11;Qual o resultado de 4.6 + 5.6?;8.7;10.2;9.3;14.1;B
9-11;Qual o resultado de 2 + 3.1?;8;5.1;2.6;4;B
9-11;Qual o resultado de 5.7 + 3.1?;10.5;8.8;10.8;9.7;B
9-11;Qual o resultado de 6 + 8?;9.2;14.4;14;10.4;C
9-11;Qual o resultado de 3 + 2.9?;8.9;2.2;2.3;5.9;D
9-11;Qual o resultado de 9.5 + 8.4?;13.8;15.8;17.9;21.3;C
9-11;Qual o resultado de 9.7 + 7.5?;13.9;21.4;15.9;17.2;D
9-11;Qual o resultado de 5.1 + 5.3?;7.6;9.7;5.6;10.4;D
9-11;Qual o resultado de 4 + 9.6?;13.6;13.7;15.4;10.9;A
9-11;Qual o resultado de 3.2 + 9.2?;12.7;15.8;13.2;12.4;D
9-11;Qual o resultado de 9.7 + 4.5?;14.2;12.7;9.9;10.5;A
9-11;Qual o resultado de 3.3 + 4.1?;3.5;7.4;12.4;5.3;B
9-11;Qual o resultado de 1.9 + 3.1?;2.4;0.8;5;9.3;C
9-11;Qual o resultado de 5 + 1.6?;6.6;6.2;9.7;4.3;A
9-11;Qual o resultado de 8.9 + 3.6?;16.4;9.1;7.7;12.5;D
9-11;Qual o resultado de 9.6 + 7.9?;19.5;17.5;19.2;13.1;B
9-11;Qual o resultado de 4.8 + 1.5?;7.4;8.6;10.4;6.3;D
9-11;Qual o resultado de 4 + 2.8?;7.8;5.7;6.8;3.5;C
9-11;Qual o resultado de 5.9 + 1.2?;8.4;8.7;3.2;7.1;D
9-11;Qual o resultado de 1.3 + 2.4?;3.7;5.6;0.8;8.5;A
9-11;Qual o resultado de 2 + 6?;7;5.1;13;8;D
9-11;Qual o resultado de 5.7 + 8.8?;19;17.3;19.1;14.5;D
9-11;Qual o resultado de 1.3 + 5.5?;6.8;3.8;6;6.3;A
9-11;Qual o resultado de 2.9 + 5.2?;11.7;4.3;8.1;6.7;C
9-11;Qual o resultado de 6.5 + 2.8?;11.1;9.3;13.2;6.9;B
9-11;Qual o resultado de 8.5 + 3.1?;15.6;15.2;14;11.6;D
9-11;Qual o resultado de 2.1 + 9.5?;11.6;7.7;10.6;7.2;A
9-11;Qual o resultado de 9 + 9.6?;14;16;18.6;14.4;C
9-11;Qual o resultado de 8.1 + 6.4?;16.2;15;14.5;11.9;C
9-11;Qual o resultado de 5.4 + 6.8?;13.5;14.9;12.2;16.4;C
9-11;Qual o resultado de 8.8 + 8.2?;21.7;18.4;15.3;17;D
9-11;Qual o resultado de 2.2 + 7.6?;9.8;9.4;7.4;5;A
9-11;Qual o resultado de 5.7 + 1.9?;7.6;5.7;11.7;10.1;A
9-11;Qual o resultado de 7.2 + 7.8?;14.3;15;19;17.1;B
9-11;Qual o resultado de 6.4 + 9.3?;20.3;15.7;19.3;13.4;B
9-11;Qual o resultado de 7.5 + 9.4?;12.1;16.8;16.9;15.8;C
9-11;Qual o resultado de 7.2 + 9.5?;16.7;16;18;11.7;A
9-11;Qual o resultado de 9 + 5.5?;17;14.5;19.1;15.5;B
9-11;Qual o resultado de 5.3 + 7.3?;12.6;16.9;10.3;16.5;A
9-11;Qual o resultado de 3.2 + 7.6?;11.9;10.8;10.3;7;B
9-11;Qual o resultado de 6.1 + 3.6?;5.4;5.7;10.7;9.7;D
9-11;Qual o resultado de 3.6 + 7.8?;7.7;8.6;11.3;11.4;D
9-11;Qual o resultado de 9 + 1.7?;13;15.5;5.7;10.7;D
9-11;Qual o resultado de 9.2 + 1.7?;15.5;14.8;10.9;11.7;C
9-11;Qual o resultado de 9.3 + 9.5?;18.8;14.1;23.6;21;A
9-11;Qual o resultado de 4.5 + 9.7?;16.3;18.8;14.2;15;C
9-11;Qual o resultado de 8.2 + 8.9?;17.1;15.4;13.5;17.5;A
9-11;Qual o resultado de 7.6 + 8.3?;15.2;15.9;12.5;14.2;B
9-11;Qual o resultado de 6.8 + 9.2?;17;16;20.6;20.5;B
9-11;Qual o resultado de 6.6 + 7.5?;12.2;14.1;18.5;13.8;B
9-11;Qual o resultado de 2.6 + 9.3?;9.7;10.5;11.9;12.7;C
9-11;Qual o resultado de 9.3 + 5.5?;15.3;13.2;19.2;14.8;D
9-11;Qual o resultado de 7.3 + 8.7?;15.4;11.3;16.7;16;D
9-11;Qual o resultado de 5.9 + 1.3?;7.2;8.5;3;9.5;A
9-11;Qual o resultado de 9.6 + 3.4?;10.8;13.3;13;12.6;C
9-11;Qual o resultado de 7.8 + 1.8?;13.4;11.7;9.6;6;C
9-11;Qual o resultado de 3.1 + 5.7?;11.6;8.8;9.6;6.3;B
9-11;Qual o resultado de 4.3 + 6?;15.3;8.6;10.3;14.6;C
9-11;Qual o resultado de 2.2 + 4.4?;6.6;10.9;3.7;10.1;A
9-11;Qual o resultado de 4.2 + 4.2?;8.4;12.9;4.6;7.5;A
9-11;Qual o resultado de 1.1 + 3.3?;-0.5;0.9;8.6;4.4;D
9-11;Qual o resultado de 6.5 + 6.1?;16.3;8.3;12.4;12.6;D
9-11;Qual o resultado de 3.3 + 8.4?;11.7;14.5;11.8;8.1;A
9-11;Qual o resultado de 1.9 + 1.9?;8.4;3;3.8;4.4;C
9-11;Qual o resultado de 9.9 + 2.6?;12.5;9.2;7.9;8.5;A
9-11;Qual o resultado de 8.7 + 7?;15.7;17;18.7;17.2;A
9-11;Qual o resultado de 9.7 + 7.4?;12.5;17.1;17.3;20.7;B
9-11;Qual o resultado de 7.8 + 7.1?;12.3;12.8;14.9;15.6;C
9-11;Qual o resultado de 1.1 + 9.4?;6.4;8.1;7;10.5;D
9-11;Qual o resultado de 4.1 + 5.1?;7.5;9.2;9.1;11.9;B
9-11;Qual o resultado de 7.5 + 3.6?;8.5;15.5;11.1;14.7;C
9-11;Qual o resultado de 4.8 + 1.9?;8.4;6.7;8.7;3.7;B
9-11;Qual o resultado de 7.4 + 4.5?;7.1;13.3;11.9;16.1;C
9-11;Qual o resultado de 6.6 + 6.5?;13.1;9.6;15.4;16.1;A
9-11;Qual o resultado de 1.2 + 4.9?;10;3;1.7;6.1;D
9-11;Qual o resultado de 5.5 + 1.8?;3.3;7.3;8.4;4.8;B
9-11;Qual o resultado de 1.9 + 9.8?;10.8;15.3;11.7;15.5;C
9-11;Qual o resultado de 4.2 + 9.9?;16.7;14.8;14.1;10.8;C
9-11;Qual o resultado de 4.9 + 8.3?;12.7;17.6;13.2;9.9;C
9-11;Qual o resultado de 1.2 + 7.7?;13.2;13.1;8.9;10.3;C
9-11;Qual o resultado de 4 + 2.6?;11.3;5.9;6.6;6.5;C
9-11;Qual o resultado de 4.9 + 8.9?;13.9;18;10.7;13.8;D
9-11;Qual o resultado de 3.7 + 1.8?;5.5;9.6;7.2;2.4;A
9-11;Qual o resultado de 1.9 + 2?;3.9;6.3;4.4;4.7;A
9-11;Qual o resultado de 1.1 + 8.8?;9.9;5.4;7.9;12.8;A
9-11;Qual o resultado de 9.5 + 4.8?;14.3;18.3;12.9;13;A
9-11;Qual o resultado de 9.5 + 9.9?;19.4;16.5;24;16;A
9-11;Qual o resultado de 8.7 + 5.2?;14.1;17.3;14.9;13.9;D
9-11;Qual o resultado de 3.8 + 5.2?;11.4;9;11.5;8.1;B
9-11;Qual o resultado de 5.5 + 9.1?;11.3;17.3;14.6;16;C
9-11;Qual o resultado de 6.6 + 2.6?;9.2;5.8;6.9;14;A
9-11;Qual o resultado de 9.7 + 9.7?;17.6;17.4;23.5;19.4;D
9-11;Qual o resultado de 9.4 + 8.5?;17.9;15.4;17.1;16.5;A
9-11;Qual o resultado de 8.8 + 1.6?;10.4;7.9;14.8;14.1;A
9-11;Qual o resultado de 6.8 + 7.9?;14.7;12.4;11.4;19.2;A
9-11;Qual o resultado de 5.7 + 7?;13.8;14.3;12.7;15;C
9-11;Qual o resultado de 3.8 + 1.5?;1.6;5.3;4.9;9.4;B
9-11;Qual o resultado de 4.1 + 7.3?;8.4;11.4;13.3;8.1;B
9-11;Qual o resultado de 1.2 + 3.2?;5.5;4.4;3.2;6.7;B
9-11;Qual o resultado de 3.2 + 9.8?;16.7;13;10.1;11.8;B
9-11;Qual o resultado de 4.7 + 1.9?;6.6;4.6;1.9;5.7;A
9-11;Qual o resultado de 9.3 + 7.7?;17;18.4;17.5;15.6;A
9-11;Qual o resultado de 9.2 + 2.8?;10.4;12;11.7;12.2;B
9-11;Qual o resultado de 1.4 + 1.6?;3;-1.6;7.8;4.8;A
9-11;Qual o resultado de 4.1 + 3.1?;7.2;9.8;4.4;4.3;A
9-11;Qual o resultado de 3.3 + 7.1?;10.4;13.3;13.4;13.6;A
9-11;Qual o resultado de 9.8 + 9.6?;19.7;19.5;15.3;19.4;D
9-11;Qual o resultado de 3.2 + 5.3?;8.8;10.7;8.5;3.8;C
9-11;Qual o resultado de 8.6 + 3.1?;13;10.7;7.1;11.7;D
9-11;Qual o resultado de 2.3 + 5.9?;8.2;6.1;10.4;9.2;A
9-11;Qual o resultado de 7.5 + 3.1?;10.6;14.5;13.6;10.5;A
9-11;Qual o resultado de 3 + 6.9?;8.7;5.9;10.6;9.9;D
9-11;Qual o resultado de 6.1 + 5.6?;8.1;12;12.8;11.7;D
9-11;Qual o resultado de 1.5 + 2.7?;5.2;0.3;0.8;4.2;D
9-11;Qual o resultado de 3.7 + 6.1?;5.5;9.8;6.3;5.1;B
9-11;Qual o resultado de 1.5 + 2.4?;2.6;3.9;-0.8;7.9;B
9-11;Qual o resultado de 1.3 + 5.7?;7.9;10.7;7;9.4;C
9-11;Qual o resultado de 3.9 + 8.6?;13.6;15.2;12.5;8.9;C
9-11;Qual o resultado de 5.8 + 7.5?;12.5;10.9;12.7;13.3;D
9-11;Qual o resultado de 5.5 + 3?;6.4;8.5;6.9;4.4;B
9-11;Qual o resultado de 7.1 + 9.9?;17;18.6;15;12.6;A
9-11;Qual o resultado de 3.5 + 9.2?;13.8;11.8;12.7;15.7;C
9-11;Qual o resultado de 9.3 + 7.9?;17.2;17.5;15.8;19.5;A
9-11;Qual o resultado de 8.7 + 1.5?;15.2;10.2;11.2;7.9;B
9-11;Qual o resultado de 6.5 + 6.4?;12.4;12.9;8.1;9;B
9-11;Qual o resultado de 5 + 6.1?;12.1;8;9.9;11.1;D
9-11;Qual o resultado de 8.6 + 9.5?;16.2;19.6;17.4;18.1;D
9-11;Qual o resultado de 1.6 + 1.8?;7;-0.3;1.1;3.4;D
9-11;Qual o resultado de 6.3 + 3.6?;12.4;12.2;10.8;9.9;D
9-11;Qual o resultado de 3.1 + 6.3?;12.9;5;9.4;7.9;C
9-11;Qual o resultado de 8.1 + 7.8?;20.9;20.3;20.2;15.9;D
9-11;Qual o resultado de 4.6 + 2.4?;3.9;7;6.3;7.8;B
9-11;Qual o resultado de 5.3 + 8.1?;9.7;8.4;13.4;16.5;C
9-11;Qual o resultado de 3 + 8.9?;11.9;7.2;15.4;14.7;A
9-11;Qual o resultado de 6.2 + 1.5?;11.3;7.7;9.7;8.9;B
9-11;Qual o resultado de 2.3 + 3.8?;9;4.7;4.4;6.1;D
9-11;Qual o resultado de 5.2 + 5.8?;15.3;12.4;11;15;C
9-11;Qual o resultado de 9 + 3.3?;10.6;11.3;8.3;12.3;D
9-11;Qual o resultado de 4.8 + 7.4?;10.7;12.2;13.3;10.6;B
9-11;Qual o resultado de 6 + 5.1?;11.1;8.6;14.8;6.9;A
9-11;Qual o resultado de 4.7 + 4.5?;12.9;9.2;8;9.8;B
9-11;Qual o resultado de 2.3 + 2.2?;6.5;0.1;4.5;5.5;C
9-11;Qual o resultado de 7.1 + 8.4?;11.4;17;15.5;15.3;C
9-11;Qual o resultado de 2 + 5.9?;6.5;11.1;7.9;7.6;C
9-11;Qual o resultado de 6.5 + 7.2?;13.7;16.6;14.9;8.7;A
9-11;Qual o resultado de 7.2 + 1.3?;9.9;8.5;11.3;9.5;B
9-11;Qual o resultado de 7.2 + 4.7?;10.6;11.9;8.7;14.3;B
9-11;Qual o resultado de 9 + 5.7?;16.8;14.7;13.8;11.9;B
9-11;Qual o resultado de 8.9 + 2.2?;13.6;8.4;6.8;11.1;D
9-11;Qual o resultado de 8.3 + 4.9?;16.5;10.9;13.2;16.7;C
9-11;Qual o resultado de 5.1 + 8.7?;16;13.3;13.8;18.3;C
9-11;Qual o resultado de 6.5 + 5.6?;10.6;17.1;11.5;12.1;D
9-11;Qual o resultado de 5.9 + 2?;9.8;7.9;8.1;9.6;B
9-11;Qual o resultado de 9.6 + 3.4?;8.3;16.4;13;11.4;C
9-11;Qual o resultado de 3.2 + 6.4?;13;12.2;8.1;9.6;D
9-11;Qual o resultado de 4.6 + 6.8?;13.4;7;12.7;11.4;D
9-11;Qual o resultado de 4 + 7.4?;10.7;8.6;11.4;9.5;C
9-11;Qual o resultado de 4.1 + 1.8?;7.3;9.1;2.1;5.9;D
9-11;Qual o resultado de 3.5 + 4.9?;4.4;7.8;8.5;8.4;D
9-11;Qual o resultado de 8.7 + 1.1?;11.4;9.8;6.2;11.8;B
9-11;Qual o resultado de 2.6 + 2.8?;4.2;1.6;5.4;5.9;C
9-11;Qual o resultado de 1.7 + 2.2?;3;-0.9;3.9;0.5;C
9-11;Qual o resultado de 8.4 + 7.3?;16.2;12;15.7;16.1;C
9-11;Qual o resultado de 5.5 + 4.7?;6.3;9.6;14;10.2;D
9-11;Qual o resultado de 4.5 + 2.4?;11.1;2.4;6.9;8.7;C
9-11;Qual o resultado de 4.7 + 3?;6.4;7.7;5.3;9.1;B
9-11;Qual o resultado de 9.5 + 1.8?;10.2;11.3;7.5;9.8;B
9-11;Qual o resultado de 1.3 + 6.9?;8.2;3.4;7.6;8.8;A
9-11;Qual o resultado de 9.6 + 5.9?;15.5;14.6;14.2;13.9;A
9-11;Qual o resultado de 2.2 + 8.8?;11;7.8;15.2;13.7;A
9-11;Qual o resultado de 8.7 + 9.3?;18.7;21.6;18;18.9;C
9-11;Qual o resultado de 4.6 + 8.2?;12.8;8.5;14.3;13.6;A
9-11;Qual o resultado de 9 + 7.3?;16.3;12.6;18.9;13.9;A
9-11;Qual o resultado de 2.9 + 4.7?;8.2;11.6;3.1;7.6;D
9-11;Qual o resultado de 7.9 + 9.1?;13;17.2;17;12.9;C
9-11;Qual o resultado de 6.6 + 7.1?;12.2;13.7;10.3;15.3;B
9-11;Qual o resultado de 5 + 4.9?;7;11.7;13.2;9.9;D
9-11;Qual o resultado de 9.8 + 5.9?;17.7;15.7;19.6;12.2;B
9-11;Qual o resultado de 5.9 + 3.3?;9.2;12.2;7.3;6.2;A
9-11;Qual o resultado de 9.7 + 5.2?;13;18.5;14.9;19.4;C
9-11;Qual o resultado de 2.8 + 3?;6.7;1.5;5.8;5.5;C
9-11;Qual o resultado de 6.4 + 1.6?;11;10.9;5.9;8;D
9-11;Qual o resultado de 3.1 + 7.8?;15.3;15.7;9.7;10.9;D
9-11;Qual o resultado de 4.1 + 8.8?;10.6;12.9;17.1;14.5;B
9-11;Qual o resultado de 8.6 + 6.8?;18.4;15.4;19.7;12.2;B
9-11;Qual o resultado de 2.5 + 8.4?;7.9;15.6;10.9;7.2;C
9-11;Qual o resultado de 9.2 + 5?;12.2;12.9;14.2;14.5;C
9-11;Qual o resultado de 3 + 7.1?;10.1;7;10.6;15.1;A
9-11;Qual o resultado de 7.9 + 9.4?;12.4;17.3;17.9;19.8;B
9-11;Qual o resultado de 3 + 7.8?;13;10.8;13.4;11.7;B
9-11;Qual o resultado de 6.1 + 7.8?;13.9;14.2;9.7;18.5;A
9-11;Qual o resultado de 6.2 + 5.2?;11.4;12.9;13.5;13;A
9-11;Qual o resultado de 4.8 + 6.1?;10.9;9.2;9.8;9.3;A
9-11;Qual o resultado de 4.2 + 6.4?;5.9;10.5;14.7;10.6;D
9-11;Qual o resultado de 5.3 + 7.9?;13.2;9.3;11.1;15.6;A
9-11;Qual o resultado de 7.5 + 9.1?;13.8;16.6;19.1;15.7;B
9-11;Qual o resultado de 8.9 + 2.8?;7.2;11.7;12.7;10.4;B
9-11;Qual o resultado de 5.6 + 2.2?;7.8;12;9.1;12.1;A
12-14;Resolva a equação para x: 7x + 23 = 93;20;19;10;5;C
12-14;Resolva a equação para x: 6x + 12 = 24;11;2;6;10;B
12-14;Resolva a equação para x: 2x + 20 = 24;1;15;9;2;D
12-14;Resolva a equação para x: 3x + 7 = 34;4;8;9;18;C
12-14;Resolva a equação para x: 2x + 5 = 15;11;5;7;9;B
12-14;Resolva a equação para x: 8x + 25 = 49;13;1;5;3;D
12-14;Resolva a equação para x: 8x + 5 = 85;18;10;3;9;B
12-14;Resolva a equação para x: 6x + 20 = 74;21;9;1;19;B
12-14;Resolva a equação para x: 6x + 10 = 82;8;18;0;12;D
12-14;Resolva a equação para x: 4x + 25 = 33;5;9;7;2;D
12-14;Resolva a equação para x: 3x + 25 = 55;6;5;10;9;C
12-14;Resolva a equação para x: 6x + 9 = 39;2;19;5;15;C
12-14;Resolva a equação para x: 5x + 18 = 78;7;8;12;9;C
12-14;Resolva a equação para x: 8x + 21 = 101;10;24;7;23;A
12-14;Resolva a equação para x: 9x + 7 = 43;16;9;13;4;D
12-14;Resolva a equação para x: 6x + 6 = 18;8;0;4;2;D
12-14;Resolva a equação para x: 4x + 22 = 66;1;12;11;8;C
12-14;Resolva a equação para x: 7x + 20 = 48;16;2;18;4;D
12-14;Resolva a equação para x: 8x + 19 = 51;9;4;2;16;B
12-14;Resolva a equação para x: 5x + 5 = 65;6;12;15;19;B
12-14;Resolva a equação para x: 8x + 10 = 98;11;10;18;20;A
12-14;Resolva a equação para x: 9x + 11 = 47;6;4;17;7;B
12-14;Resolva a equação para x: 8x + 21 = 45;10;3;4;0;B
12-14;Resolva a equação para x: 4x + 24 = 36;17;3;4;14;B
12-14;Resolva a equação para x: 9x + 20 = 74;6;17;10;15;A
12-14;Resolva a equação para x: 6x + 2 = 50;20;12;17;8;D
12-14;Resolva a equação para x: 8x + 18 = 34;15;2;9;3;B
12-14;Resolva a equação para x: 3x + 13 = 49;12;11;8;15;A
12-14;Resolva a equação para x: 4x + 15 = 55;10;1;21;7;A
12-14;Resolva a equação para x: 8x + 18 = 98;10;2;16;13;A
12-14;Resolva a equação para x: 8x + 17 = 33;12;3;13;2;D
12-14;Resolva a equação para x: 7x + 2 = 37;12;16;11;5;D
12-14;Resolva a equação para x: 7x + 21 = 77;10;4;8;22;C
12-14;Resolva a equação para x: 7x + 19 = 61;6;13;11;8;A
12-14;Resolva a equação para x: 7x + 20 = 48;15;4;18;3;B
12-14;Resolva a equação para x: 9x + 18 = 117;6;11;20;12;B
12-14;Resolva a equação para x: 4x + 8 = 36;3;7;2;14;B
12-14;Resolva a equação para x: 4x + 13 = 41;9;20;7;2;C
12-14;Resolva a equação para x: 3x + 24 = 36;16;6;13;4;D
12-14;Resolva a equação para x: 3x + 2 = 26;17;8;16;11;B
12-14;Resolva a equação para x: 9x + 16 = 43;2;3;8;12;B
12-14;Resolva a equação para x: 9x + 10 = 55;5;6;2;14;A
12-14;Resolva a equação para x: 5x + 16 = 61;3;7;5;9;D
12-14;Resolva a equação para x: 5x + 20 = 45;12;14;6;5;D
12-14;Resolva a equação para x: 4x + 19 = 47;8;0;1;7;D
12-14;Resolva a equação para x: 7x + 23 = 44;3;2;14;10;A
12-14;Resolva a equação para x: 3x + 17 = 44;9;1;17;6;A
12-14;Resolva a equação para x: 4x + 16 = 40;10;1;6;17;C
12-14;Resolva a equação para x: 9x + 11 = 74;5;2;8;7;D
12-14;Resolva a equação para x: 9x + 18 = 81;16;7;11;13;B
12-14;Resolva a equação para x: 7x + 21 = 42;13;1;11;3;D
12-14;Resolva a equação para x: 8x + 10 = 90;12;19;9;10;D
12-14;Resolva a equação para x: 6x + 1 = 19;3;8;7;2;A
12-14;Resolva a equação para x: 5x + 2 = 52;10;4;8;14;A
12-14;Resolva a equação para x: 5x + 4 = 64;20;21;12;11;C
12-14;Resolva a equação para x: 4x + 20 = 40;5;1;18;11;A
12-14;Resolva a equação para x: 6x + 7 = 55;1;4;8;3;C
12-14;Resolva a equação para x: 3x + 25 = 40;13;6;5;8;C
12-14;Resolva a equação para x: 5x + 18 = 58;3;21;15;8;D
12-14;Resolva a equação para x: 5x + 9 = 19;2;16;1;14;A
12-14;Resolva a equação para x: 5x + 10 = 55;21;9;11;1;B
12-14;Resolva a equação para x: 9x + 19 = 37;7;0;2;13;C
12-14;Resolva a equação para x: 6x + 14 = 62;8;6;17;3;A
12-14;Resolva a equação para x: 8x + 14 = 94;5;6;10;11;C
12-14;Resolva a equação para x: 8x + 22 = 110;15;23;11;12;C
12-14;Resolva a equação para x: 3x + 2 = 26;10;18;8;11;C
12-14;Resolva a equação para x: 3x + 12 = 39;19;8;0;9;D
12-14;Resolva a equação para x: 8x + 7 = 47;9;5;15;14;B
12-14;Resolva a equação para x: 7x + 3 = 17;1;13;2;10;C
12-14;Resolva a equação para x: 5x + 12 = 62;21;5;10;6;C
12-14;Resolva a equação para x: 8x + 8 = 24;7;1;2;5;C
12-14;Resolva a equação para x: 4x + 14 = 34;6;11;10;5;D
12-14;Resolva a equação para x: 6x + 9 = 27;15;7;4;3;D
12-14;Resolva a equação para x: 9x + 8 = 98;10;18;0;2;A
12-14;Resolva a equação para x: 2x + 25 = 31;2;3;16;10;B
12-14;Resolva a equação para x: 7x + 3 = 52;21;17;10;7;D
12-14;Resolva a equação para x: 4x + 11 = 43;22;17;8;7;C
12-14;Resolva a equação para x: 8x + 20 = 116;3;4;12;23;C
12-14;Resolva a equação para x: 4x + 5 = 41;13;9;10;19;B
12-14;Resolva a equação para x: 7x + 16 = 51;5;17;7;15;A
12-14;Resolva a equação para x: 7x + 25 = 88;6;9;12;3;B
12-14;Resolva a equação para x: 8x + 11 = 27;16;13;5;2;D
12-14;Resolva a equação para x: 2x + 1 = 17;17;8;1;11;B
12-14;Resolva a equação para x: 2x + 15 = 29;11;12;3;7;D
12-14;Resolva a equação para x: 8x + 22 = 86;1;6;8;4;C
12-14;Resolva a equação para x: 6x + 25 = 67;16;7;6;12;B
12-14;Resolva a equação para x: 4x + 8 = 20;3;2;5;1;A
12-14;Resolva a equação para x: 7x + 6 = 48;10;2;6;1;C
